date,year,month,day,fine_gold,standard_gold,silver
2080-Falgun-18,2080,Falgun,18,119000,118450,1390
2080-Falgun-20,2080,Falgun,20,121000,120400,1410
2080-Falgun-21,2080,Falgun,21,121000,120400,1410
2080-Falgun-22,2080,Falgun,22,123000,122400,1445
2080-Falgun-23,2080,Falgun,23,123500,122900,1440
2080-Falgun-24,2080,Falgun,24,125000,124400,1470
2080-Falgun-25,2080,Falgun,25,125000,124400,1470
2080-Falgun-27,2080,Falgun,27,126000,125400,1475
2080-Falgun-28,2080,Falgun,28,126000,125400,1475
2080-Falgun-29,2080,Falgun,29,126000,125400,1485
2080-Falgun-30,2080,Falgun,30,125000,124400,1465
2080-Chaitra-01,2080,Chaitra,1,125800,125200,1515
2080-Chaitra-02,2080,Chaitra,2,125400,124800,1515
2080-Chaitra-04,2080,Chaitra,4,125000,124400,1530
2080-Chaitra-05,2080,Chaitra,5,124500,123900,1520
2080-Chaitra-06,2080,Chaitra,6,125200,124600,1525
2080-Chaitra-07,2080,Chaitra,7,125200,124600,1520
2080-Chaitra-08,2080,Chaitra,8,127800,127200,1555
2080-Chaitra-09,2080,Chaitra,9,126500,125900,1500
2080-Chaitra-12,2080,Chaitra,12,126700,126100,1515
2080-Chaitra-13,2080,Chaitra,13,126400,125800,1505
2080-Chaitra-14,2080,Chaitra,14,126800,126200,1490
2080-Chaitra-15,2080,Chaitra,15,127900,127300,1510
2080-Chaitra-16,2080,Chaitra,16,130000,129400,1525
2080-Chaitra-18,2080,Chaitra,18,130000,129400,1525
2080-Chaitra-19,2080,Chaitra,19,131600,130950,1535
2080-Chaitra-20,2080,Chaitra,20,131200,130550,1545
2080-Chaitra-21,2080,Chaitra,21,133000,132350,1610
2080-Chaitra-22,2080,Chaitra,22,134000,133350,1650
2080-Chaitra-23,2080,Chaitra,23,132700,132050,1615
2080-Chaitra-25,2080,Chaitra,25,135600,134950,1670
2080-Chaitra-26,2080,Chaitra,26,136200,135550,1685
2080-Chaitra-27,2080,Chaitra,27,136300,135650,1685
2080-Chaitra-28,2080,Chaitra,28,136800,136150,1700
2080-Chaitra-29,2080,Chaitra,29,136600,135950,1700
2080-Chaitra-30,2080,Chaitra,30,139000,138350,1750
2081-Baisakh-02,2081,Baisakh,2,136800,136150,1700
2081-Baisakh-03,2081,Baisakh,3,137500,136850,1715
2081-Baisakh-04,2081,Baisakh,4,139200,138550,1750
2081-Baisakh-05,2081,Baisakh,5,139200,138550,1715
2081-Baisakh-06,2081,Baisakh,6,138600,137950,1725
2081-Baisakh-07,2081,Baisakh,7,139300,138650,1720
2081-Baisakh-09,2081,Baisakh,9,139300,138650,1740
2081-Baisakh-10,2081,Baisakh,10,138200,137550,1705
2081-Baisakh-11,2081,Baisakh,11,135500,134850,1660
2081-Baisakh-12,2081,Baisakh,12,136000,135350,1670
2081-Baisakh-13,2081,Baisakh,13,135800,135150,1655
2081-Baisakh-14,2081,Baisakh,14,137200,136550,1675
2081-Baisakh-16,2081,Baisakh,16,137600,136950,1660
2081-Baisakh-17,2081,Baisakh,17,137200,136550,1665
2081-Baisakh-18,2081,Baisakh,18,137200,136550,1650
2081-Baisakh-19,2081,Baisakh,19,134500,133850,1630
2081-Baisakh-20,2081,Baisakh,20,136500,135850,1645
2081-Baisakh-21,2081,Baisakh,21,135400,134750,1645
2081-Baisakh-23,2081,Baisakh,23,135400,134750,1640
2081-Baisakh-24,2081,Baisakh,24,135600,134950,1660
2081-Baisakh-25,2081,Baisakh,25,136400,135750,1675
2081-Baisakh-26,2081,Baisakh,26,136400,135750,1675
2081-Baisakh-27,2081,Baisakh,27,135600,134950,1685
2081-Baisakh-28,2081,Baisakh,28,137900,137250,1735
2081-Baisakh-30,2081,Baisakh,30,138400,137750,1725
2081-Baisakh-31,2081,Baisakh,31,138100,137450,1715
2081-Jestha-01,2081,Jestha,1,137400,136750,1740
2081-Jestha-02,2081,Jestha,2,138400,137750,1745
2081-Jestha-03,2081,Jestha,3,140000,139300,1805
2081-Jestha-04,2081,Jestha,4,139300,138650,1800
2081-Jestha-06,2081,Jestha,6,140900,140200,1910
2081-Jestha-07,2081,Jestha,7,141800,141100,1940
2081-Jestha-08,2081,Jestha,8,140600,139900,1885
2081-Jestha-09,2081,Jestha,9,140500,139800,1900
2081-Jestha-10,2081,Jestha,10,138700,138050,1865
2081-Jestha-11,2081,Jestha,11,136900,136250,1855
2081-Jestha-13,2081,Jestha,13,136900,136250,1855
2081-Jestha-14,2081,Jestha,14,137200,136550,1880
2081-Jestha-15,2081,Jestha,15,137600,136950,1920
2081-Jestha-16,2081,Jestha,16,138200,137550,1930
2081-Jestha-17,2081,Jestha,17,140500,139800,1900
2081-Jestha-18,2081,Jestha,18,142200,141500,1875
2081-Jestha-20,2081,Jestha,20,142000,141300,1850
2081-Jestha-21,2081,Jestha,21,141000,140300,1835
2081-Jestha-22,2081,Jestha,22,142700,142000,1860
2081-Jestha-23,2081,Jestha,23,142200,141500,1825
2081-Jestha-24,2081,Jestha,24,144000,143300,1850
2081-Jestha-25,2081,Jestha,25,145000,144300,1900
2081-Jestha-27,2081,Jestha,27,141000,140300,1825
2081-Jestha-28,2081,Jestha,28,141000,140300,1825
2081-Jestha-29,2081,Jestha,29,141000,140300,1815
2081-Jestha-30,2081,Jestha,30,141600,140900,1820
2081-Jestha-31,2081,Jestha,31,141600,140900,1810
2081-Jestha-32,2081,Jestha,32,141200,140500,1800
2081-Ashad-02,2081,Ashad,2,142800,142100,1820
2081-Ashad-03,2081,Ashad,3,142200,141500,1800
2081-Ashad-04,2081,Ashad,4,142200,141500,1815
2081-Ashad-05,2081,Ashad,5,142200,141500,1805
2081-Ashad-06,2081,Ashad,6,142800,142100,1840
2081-Ashad-07,2081,Ashad,7,144700,144000,1865
2081-Ashad-09,2081,Ashad,9,142000,141300,1815
2081-Ashad-10,2081,Ashad,10,142300,141600,1820
2081-Ashad-11,2081,Ashad,11,142300,141600,1815
2081-Ashad-12,2081,Ashad,12,141600,140900,1790
2081-Ashad-13,2081,Ashad,13,140800,140100,1780
2081-Ashad-14,2081,Ashad,14,141800,141100,1790
2081-Ashad-16,2081,Ashad,16,142000,141300,1790
2081-Ashad-17,2081,Ashad,17,142200,141500,1790
2081-Ashad-18,2081,Ashad,18,142300,141600,1805
2081-Ashad-19,2081,Ashad,19,142700,142000,1825
2081-Ashad-20,2081,Ashad,20,144300,143600,1865
2081-Ashad-21,2081,Ashad,21,144400,143700,1870
2081-Ashad-23,2081,Ashad,23,145400,144700,1890
2081-Ashad-24,2081,Ashad,24,145000,144300,1890
2081-Ashad-25,2081,Ashad,25,144100,143400,1885
2081-Ashad-26,2081,Ashad,26,144100,143400,1870
2081-Ashad-27,2081,Ashad,27,144900,144200,1885
2081-Ashad-28,2081,Ashad,28,146700,146000,1900
2081-Ashad-30,2081,Ashad,30,146700,146000,1875
2081-Ashad-31,2081,Ashad,31,146900,146200,1885
2081-Shrawan-01,2081,Shrawan,1,147800,147100,1875
2081-Shrawan-02,2081,Shrawan,2,149800,149100,1895
2081-Shrawan-03,2081,Shrawan,3,149500,148800,1860
2081-Shrawan-04,2081,Shrawan,4,147500,146800,1830
2081-Shrawan-06,2081,Shrawan,6,146200,145500,1810
2081-Shrawan-07,2081,Shrawan,7,146300,145600,1790
2081-Shrawan-08,2081,Shrawan,8,146300,145600,1790
2081-Shrawan-09,2081,Shrawan,9,147400,146700,1805
2081-Shrawan-10,2081,Shrawan,10,145000,144300,1750
2081-Shrawan-11,2081,Shrawan,11,144700,144000,1730
2081-Shrawan-13,2081,Shrawan,13,145700,145000,1740
2081-Shrawan-14,2081,Shrawan,14,146100,145400,1750
2081-Shrawan-16,2081,Shrawan,16,147800,0,1780
2081-Shrawan-15,2081,Shrawan,15,146000,0,1740
2081-Shrawan-17,2081,Shrawan,17,149400,0,1800
2081-Shrawan-18,2081,Shrawan,18,149900,0,1795
2081-Shrawan-20,2081,Shrawan,20,149700,0,1785
2081-Shrawan-21,2081,Shrawan,21,150000,0,1785
2081-Shrawan-22,2081,Shrawan,22,147700,0,1725
2081-Shrawan-23,2081,Shrawan,23,146300,0,1710
2081-Shrawan-24,2081,Shrawan,24,146600,0,1690
2081-Shrawan-25,2081,Shrawan,25,148100,0,1730
2081-Shrawan-27,2081,Shrawan,27,148800,0,1720
2081-Shrawan-28,2081,Shrawan,28,148700,0,1715
2081-Shrawan-29,2081,Shrawan,29,150800,0,1740
2081-Shrawan-30,2081,Shrawan,30,150500,0,1735
2081-Shrawan-31,2081,Shrawan,31,150500,0,1740
2081-Shrawan-32,2081,Shrawan,32,149600,0,1760
2081-Bhadra-02,2081,Bhadra,2,152600,0,1810
2081-Bhadra-03,2081,Bhadra,3,152300,0,1810
2081-Bhadra-04,2081,Bhadra,4,152200,0,1820
2081-Bhadra-05,2081,Bhadra,5,153000,0,1835
2081-Bhadra-06,2081,Bhadra,6,151900,0,1830
2081-Bhadra-07,2081,Bhadra,7,151400,0,1815
2081-Bhadra-09,2081,Bhadra,9,152400,0,1850
2081-Bhadra-10,2081,Bhadra,10,152300,0,1840
2081-Bhadra-11,2081,Bhadra,11,152300,0,1850
2081-Bhadra-12,2081,Bhadra,12,153100,0,1855
2081-Bhadra-13,2081,Bhadra,13,153200,0,1830
2081-Bhadra-14,2081,Bhadra,14,152900,0,1820
2081-Bhadra-16,2081,Bhadra,16,152300,0,1795
2081-Bhadra-17,2081,Bhadra,17,152000,0,1775
2081-Bhadra-18,2081,Bhadra,18,152000,0,1775
2081-Bhadra-19,2081,Bhadra,19,152000,0,1755
2081-Bhadra-20,2081,Bhadra,20,152000,0,1765
2081-Bhadra-21,2081,Bhadra,21,153300,0,1795
2081-Bhadra-23,2081,Bhadra,23,152100,0,1750
2081-Bhadra-24,2081,Bhadra,24,152200,0,1755
2081-Bhadra-25,2081,Bhadra,25,152400,0,1765
2081-Bhadra-26,2081,Bhadra,26,153400,0,1780
2081-Bhadra-27,2081,Bhadra,27,153300,0,1795
2081-Bhadra-28,2081,Bhadra,28,156300,0,1860
2081-Bhadra-30,2081,Bhadra,30,156800,0,1900
2081-Bhadra-31,2081,Bhadra,31,157300,0,1915
2081-Ashoj-01,2081,Ashoj,1,156700,0,1905
2081-Ashoj-02,2081,Ashoj,2,156400,0,1890
2081-Ashoj-03,2081,Ashoj,3,155600,0,1880
2081-Ashoj-04,2081,Ashoj,4,157100,0,1915
2081-Ashoj-06,2081,Ashoj,6,158800,0,1920
2081-Ashoj-07,2081,Ashoj,7,159200,0,1920
2081-Ashoj-08,2081,Ashoj,8,159700,0,1915
2081-Ashoj-09,2081,Ashoj,9,160400,0,1955
2081-Ashoj-10,2081,Ashoj,10,160700,0,1955
2081-Ashoj-11,2081,Ashoj,11,161200,0,1955
2081-Ashoj-13,2081,Ashoj,13,160600,0,1945
2081-Ashoj-14,2081,Ashoj,14,160500,0,1940
2081-Ashoj-15,2081,Ashoj,15,160000,0,1925
2081-Ashoj-16,2081,Ashoj,16,160800,0,1935
2081-Ashoj-17,2081,Ashoj,17,160900,0,1950
2081-Ashoj-18,2081,Ashoj,18,161300,0,1980
2081-Ashoj-20,2081,Ashoj,20,161000,0,1985
2081-Ashoj-21,2081,Ashoj,21,160500,0,1980
2081-Ashoj-22,2081,Ashoj,22,160100,0,1940
2081-Ashoj-23,2081,Ashoj,23,159100,0,1900
2081-Ashoj-29,2081,Ashoj,29,160500,0,1925
2081-Ashoj-30,2081,Ashoj,30,161800,0,1950
2081-Kartik-01,2081,Kartik,1,162400,0,1950
2081-Kartik-02,2081,Kartik,2,164400,0,1980
2081-Kartik-04,2081,Kartik,4,165000,0,2075
2081-Kartik-05,2081,Kartik,5,165600,0,2095
2081-Kartik-06,2081,Kartik,6,165900,0,2100
2081-Kartik-07,2081,Kartik,7,166700,0,2135
2081-Kartik-08,2081,Kartik,8,166000,0,2095
2081-Kartik-09,2081,Kartik,9,166000,0,2070
2081-Kartik-11,2081,Kartik,11,167400,0,2085
2081-Kartik-12,2081,Kartik,12,167000,0,2065
2081-Kartik-13,2081,Kartik,13,168500,0,2105
2081-Kartik-14,2081,Kartik,14,170700,0,2120
2081-Kartik-15,2081,Kartik,15,171000,0,2090
2081-Kartik-20,2081,Kartik,20,168200,0,2030
2081-Kartik-21,2081,Kartik,21,168500,0,2015
2081-Kartik-22,2081,Kartik,22,164500,0,1960
2081-Kartik-23,2081,Kartik,23,166500,0,1980
2081-Kartik-25,2081,Kartik,25,166000,0,1960
2081-Kartik-26,2081,Kartik,26,165000,0,1955
2081-Kartik-27,2081,Kartik,27,162600,0,1925
2081-Kartik-28,2081,Kartik,28,162200,0,1940
2081-Kartik-29,2081,Kartik,29,160000,0,1905
2081-Kartik-30,2081,Kartik,30,160100,0,1910
2081-Mansir-02,2081,Mansir,2,160000,0,1905
2081-Mansir-03,2081,Mansir,3,161000,0,1920
2081-Mansir-04,2081,Mansir,4,162100,0,1955
2081-Mansir-05,2081,Mansir,5,163000,0,1950
2081-Mansir-06,2081,Mansir,6,164000,0,1950
2081-Mansir-07,2081,Mansir,7,165500,0,1940
2081-Mansir-09,2081,Mansir,9,167200,0,1960
2081-Mansir-10,2081,Mansir,10,151300,0,1845
2081-Mansir-11,2081,Mansir,11,148700,0,1820
2081-Mansir-12,2081,Mansir,12,149600,0,1830
2081-Mansir-13,2081,Mansir,13,149300,0,1800
2081-Mansir-14,2081,Mansir,14,150900,0,1845
2081-Mansir-16,2081,Mansir,16,150500,0,1840
2081-Mansir-17,2081,Mansir,17,149300,0,1815
2081-Mansir-18,2081,Mansir,18,150300,0,1845
2081-Mansir-19,2081,Mansir,19,150400,0,1865
2081-Mansir-20,2081,Mansir,20,150700,0,1880
2081-Mansir-21,2081,Mansir,21,150100,0,1890
2081-Mansir-23,2081,Mansir,23,149700,0,1865
2081-Mansir-24,2081,Mansir,24,150100,0,1865
2081-Mansir-25,2081,Mansir,25,152200,0,1925
2081-Mansir-26,2081,Mansir,26,154200,0,1925
2081-Mansir-27,2081,Mansir,27,154200,0,1925
2081-Mansir-28,2081,Mansir,28,153000,0,1860
2081-Mansir-30,2081,Mansir,30,150800,0,1840
2081-Poush-01,2081,Poush,1,151200,0,1840
2081-Poush-02,2081,Poush,2,151400,,1840
2081-Poush-03,2081,Poush,3,150700,0,1835
2081-Poush-04,2081,Poush,4,149000,0,1780
2081-Poush-05,2081,Poush,5,148500,0,1760
2081-Poush-07,2081,Poush,7,149600,0,1790
2081-Poush-09,2081,Poush,9,149800,0,1805
2081-Poush-08,2081,Poush,8,149800,0,1795
2081-Poush-10,2081,Poush,10,149700,0,1800
2081-Poush-11,2081,Poush,11,150300,0,1800
2081-Poush-12,2081,Poush,12,150700,0,1815
2081-Poush-14,2081,Poush,14,150200,0,1790
2081-Poush-15,2081,Poush,15,150600,0,1795
2081-Poush-16,2081,Poush,16,149600,0,1765
2081-Poush-17,2081,Poush,17,151000,0,1765
2081-Poush-18,2081,Poush,18,151500,0,1790
2081-Poush-19,2081,Poush,19,153500,0,1810
2081-Poush-21,2081,Poush,21,152000,0,1810
2081-Poush-22,2081,Poush,22,152000,0,1810
2081-Poush-23,2081,Poush,23,152000,0,1830
2081-Poush-24,2081,Poush,24,152500,0,1830
2081-Poush-25,2081,Poush,25,153300,0,1840
2081-Poush-28,2081,Poush,28,155700,0,1860
2081-Poush-26,2081,Poush,26,154100,0,1845
2081-Poush-29,2081,Poush,29,155800,0,1860
2081-Magh-01,2081,Magh,1,155000,0,1820
2081-Magh-02,2081,Magh,2,155400,0,1830
2081-Magh-03,2081,Magh,3,156600,0,1880
2081-Magh-06,2081,Magh,6,157100,0,1860
2081-Magh-04,2081,Magh,4,157900,0,1890
2081-Magh-07,2081,Magh,7,157000,0,1860
2081-Magh-08,2081,Magh,8,158100,0,1875
2081-Magh-09,2081,Magh,9,160000,0,1895
2081-Magh-10,2081,Magh,10,159600,0,1875
2081-Magh-11,2081,Magh,11,160600,0,1880
2081-Magh-13,2081,Magh,13,160400,0,1865
2081-Magh-14,2081,Magh,14,160100,0,1850
2081-Magh-15,2081,Magh,15,159200,0,1835
2081-Magh-16,2081,Magh,16,160600,0,1855
2081-Magh-17,2081,Magh,17,160500,0,1885
2081-Magh-18,2081,Magh,18,162800,0,1915
2081-Magh-20,2081,Magh,20,162800,0,1910
2081-Magh-21,2081,Magh,21,162800,0,1895
2081-Magh-22,2081,Magh,22,164700,0,1930
2081-Magh-24,2081,Magh,24,168500,0,1980
2081-Magh-23,2081,Magh,23,166900,0,1975
2081-Magh-25,2081,Magh,25,168100,0,1985
2081-Magh-27,2081,Magh,27,168200,0,1960
2081-Magh-28,2081,Magh,28,169600,0,1975
2081-Magh-29,2081,Magh,29,170200,0,1945
2081-Magh-30,2081,Magh,30,167500,0,1930
2081-Falgun-01,2081,Falgun,1,169800,0,1965
2081-Falgun-02,2081,Falgun,2,170200,0,1970
2081-Falgun-04,2081,Falgun,4,167500,0,1955
2081-Falgun-05,2081,Falgun,5,168700,0,1970
2081-Falgun-06,2081,Falgun,6,169400,0,1970
2081-Falgun-07,2081,Falgun,7,170500,0,1985
2081-Falgun-08,2081,Falgun,8,171000,0,1995
2081-Falgun-09,2081,Falgun,9,170000,0,1990
2081-Falgun-11,2081,Falgun,11,170300,0,1970
2081-Falgun-12,2081,Falgun,12,170800,0,1985
2081-Falgun-13,2081,Falgun,13,171300,0,1970
2081-Falgun-14,2081,Falgun,14,170500,0,1940
2081-Falgun-15,2081,Falgun,15,170300,0,1945
2081-Falgun-16,2081,Falgun,16,168100,,1915
2081-Falgun-18,2081,Falgun,18,168100,0,1915
2081-Falgun-19,2081,Falgun,19,168100,0,1915
2081-Falgun-20,2081,Falgun,20,169500,0,1940
2081-Falgun-21,2081,Falgun,21,170400,0,1950
2081-Falgun-22,2081,Falgun,22,170700,0,1985
2081-Falgun-23,2081,Falgun,23,170200,0,1990
2081-Falgun-25,2081,Falgun,25,170300,0,1985
2081-Falgun-26,2081,Falgun,26,170400,0,1985
2081-Falgun-27,2081,Falgun,27,169900,0,1970
2081-Falgun-28,2081,Falgun,28,170500,0,2000
2081-Chaitra-01,2081,Chaitra,1,174500,0,2050
2081-Chaitra-03,2081,Chaitra,3,174100,0,2045
2081-Chaitra-04,2081,Chaitra,4,174100,0,2040
2081-Chaitra-05,2081,Chaitra,5,175200,0,2050
2081-Chaitra-06,2081,Chaitra,6,176000,0,2045
2081-Chaitra-07,2081,Chaitra,7,176000,0,2030
2081-Chaitra-08,2081,Chaitra,8,175000,0,1995
2081-Chaitra-10,2081,Chaitra,10,174100,0,1980
2081-Chaitra-11,2081,Chaitra,11,173500,0,1980
2081-Chaitra-12,2081,Chaitra,12,173300,0,1980
2081-Chaitra-13,2081,Chaitra,13,173500,0,1990
2081-Chaitra-14,2081,Chaitra,14,174800,0,2020
2081-Chaitra-15,2081,Chaitra,15,176200,0,2040
2081-Chaitra-17,2081,Chaitra,17,176800,0,2025
2081-Chaitra-18,2081,Chaitra,18,177900,0,2035
2081-Chaitra-19,2081,Chaitra,19,179700,0,2035
2081-Chaitra-20,2081,Chaitra,20,179100,0,2020
2081-Chaitra-21,2081,Chaitra,21,180300,0,1995
2081-Chaitra-22,2081,Chaitra,22,176400,0,1870
2081-Chaitra-24,2081,Chaitra,24,174500,0,1800
2081-Chaitra-25,2081,Chaitra,25,173800,0,1830
2081-Chaitra-26,2081,Chaitra,26,173400,0,1830
2081-Chaitra-27,2081,Chaitra,27,175400,0,1835
2081-Chaitra-28,2081,Chaitra,28,181100,0,1900
2081-Chaitra-29,2081,Chaitra,29,185000,0,1905
2081-Chaitra-31,2081,Chaitra,31,186000,0,1960
2082-Baisakh-02,2082,Baisakh,2,184300,0,1945
2082-Baisakh-03,2082,Baisakh,3,187000,0,1955
2082-Baisakh-04,2082,Baisakh,4,190600,0,1960
2082-Baisakh-05,2082,Baisakh,5,189800,0,1960
2082-Baisakh-07,2082,Baisakh,7,189800,0,1960
2082-Baisakh-08,2082,Baisakh,8,191000,0,1960
2082-Baisakh-09,2082,Baisakh,9,197900,0,1970
2082-Baisakh-10,2082,Baisakh,10,190400,0,1965
2082-Baisakh-11,2082,Baisakh,11,190600,0,2010
2082-Baisakh-12,2082,Baisakh,12,189600,,2000
2082-Baisakh-14,2082,Baisakh,14,189700,0,1990
2082-Baisakh-15,2082,Baisakh,15,188300,0,1970
2082-Baisakh-16,2082,Baisakh,16,188800,0,1970
2082-Baisakh-17,2082,Baisakh,17,188100,0,1965
2082-Baisakh-18,2082,Baisakh,18,183500,0,1915
2082-Baisakh-19,2082,Baisakh,19,183500,0,1930
2082-Baisakh-21,2082,Baisakh,21,184100,0,1910
2082-Baisakh-22,2082,Baisakh,22,184600,0,1910
2082-Baisakh-23,2082,Baisakh,23,189900,0,1965
2082-Baisakh-24,2082,Baisakh,24,191600,0,1965
2082-Baisakh-25,2082,Baisakh,25,192200,0,1955
2082-Baisakh-26,2082,Baisakh,26,190800,0,1960
2082-Baisakh-28,2082,Baisakh,28,190500,0,1970
2082-Baisakh-29,2082,Baisakh,29,186800,0,1960
2082-Baisakh-30,2082,Baisakh,30,184800,0,1970
2082-Baisakh-31,2082,Baisakh,31,185300,0,1960
2082-Jestha-01,2082,Jestha,1,181800,0,1925
2082-Jestha-02,2082,Jestha,2,184800,0,1945
2082-Jestha-04,2082,Jestha,4,184200,0,1945
2082-Jestha-05,2082,Jestha,5,184800,0,1945
2082-Jestha-06,2082,Jestha,6,184800,0,1940
2082-Jestha-07,2082,Jestha,7,189800,0,1990
2082-Jestha-08,2082,Jestha,8,191500,0,2025
2082-Jestha-09,2082,Jestha,9,190400,0,2005
2082-Jestha-11,2082,Jestha,11,191800,0,2005
2082-Jestha-12,2082,Jestha,12,191100,0,2005
2082-Jestha-13,2082,Jestha,13,190900,0,1995
2082-Jestha-14,2082,Jestha,14,189300,0,2005
2082-Jestha-15,2082,Jestha,15,187800,0,1995
2082-Jestha-16,2082,Jestha,16,188500,0,1980
2082-Jestha-18,2082,Jestha,18,188800,0,1985
2082-Jestha-19,2082,Jestha,19,189800,0,1990
2082-Jestha-20,2082,Jestha,20,192700,0,2045
2082-Jestha-21,2082,Jestha,21,193200,0,2075
2082-Jestha-22,2082,Jestha,22,193700,0,2075
2082-Jestha-23,2082,Jestha,23,193700,0,2150
2082-Jestha-25,2082,Jestha,25,190700,0,2145
2082-Jestha-26,2082,Jestha,26,190600,0,2150
2082-Jestha-27,2082,Jestha,27,190000,0,2165
2082-Jestha-28,2082,Jestha,28,191300,0,2165
2082-Jestha-29,2082,Jestha,29,192900,0,2150
2082-Jestha-30,2082,Jestha,30,197100,0,2165
2082-Ashad-01,2082,Ashad,1,197500,0,2165
2082-Ashad-02,2082,Ashad,2,197500,0,2165
2082-Ashad-03,2082,Ashad,3,195000,0,2160
2082-Ashad-04,2082,Ashad,4,195900,0,2225
2082-Ashad-05,2082,Ashad,5,195500,0,2200
2082-Ashad-06,2082,Ashad,6,194700,0,2150
2082-Ashad-08,2082,Ashad,8,195200,0,2160
2082-Ashad-09,2082,Ashad,9,195200,0,2170
2082-Ashad-11,2082,Ashad,11,192000,0,2140
2082-Ashad-10,2082,Ashad,10,193500,0,2160
2082-Ashad-12,2082,Ashad,12,192300,0,2175
2082-Ashad-13,2082,Ashad,13,189400,0,2165
2082-Ashad-15,2082,Ashad,15,188400,0,2140
2082-Ashad-16,2082,Ashad,16,188100,0,2150
2082-Ashad-17,2082,Ashad,17,190500,0,2155
2082-Ashad-18,2082,Ashad,18,191700,0,2145
2082-Ashad-19,2082,Ashad,19,192100,0,2170
2082-Ashad-27,2082,Ashad,27,191800,0,2220
2082-Ashad-29,2082,Ashad,29,192900,0,2285
2082-Ashad-30,2082,Ashad,30,193300,0,2315
2082-Ashad-31,2082,Ashad,31,193300,0,2275
2082-Ashad-32,2082,Ashad,32,192000,0,2260
2082-Shrawan-01,2082,Shrawan,1,192300,0,2265
2082-Shrawan-02,2082,Shrawan,2,192500,0,2280
2082-Shrawan-04,2082,Shrawan,4,193300,0,2285
2082-Shrawan-05,2082,Shrawan,5,193700,0,2285
2082-Shrawan-06,2082,Shrawan,6,195500,0,2320
2082-Shrawan-07,2082,Shrawan,7,197600,0,2350
2082-Shrawan-08,2082,Shrawan,8,195200,0,2335
2082-Shrawan-09,2082,Shrawan,9,194700,0,2340
2082-Shrawan-11,2082,Shrawan,11,193600,0,2290
2082-Shrawan-12,2082,Shrawan,12,193600,0,2295
2082-Shrawan-13,2082,Shrawan,13,193000,0,2300
2082-Shrawan-14,2082,Shrawan,14,194400,0,2310
2082-Shrawan-15,2082,Shrawan,15,193600,0,2270
2082-Shrawan-16,2082,Shrawan,16,193100,0,2235
2082-Shrawan-18,2082,Shrawan,18,196500,0,2250
2082-Shrawan-19,2082,Shrawan,19,196600,0,2255
2082-Shrawan-20,2082,Shrawan,20,198500,0,2280
2082-Shrawan-21,2082,Shrawan,21,198400,0,2305
2082-Shrawan-22,2082,Shrawan,22,198400,0,2315
2082-Shrawan-23,2082,Shrawan,23,199400,0,2325
2082-Shrawan-25,2082,Shrawan,25,199200,0,2330
2082-Shrawan-26,2082,Shrawan,26,198100,0,2315
2082-Shrawan-27,2082,Shrawan,27,196800,0,2305
2082-Shrawan-28,2082,Shrawan,28,196700,0,2325
2082-Shrawan-29,2082,Shrawan,29,196800,0,2340
2082-Shrawan-30,2082,Shrawan,30,196200,0,2315
2082-Bhadra-01,2082,Bhadra,1,195500,0,2310
2082-Bhadra-02,2082,Bhadra,2,196300,0,2315
2082-Bhadra-03,2082,Bhadra,3,195100,0,2300
2082-Bhadra-04,2082,Bhadra,4,193500,0,2255
2082-Bhadra-05,2082,Bhadra,5,194800,0,2290
2082-Bhadra-06,2082,Bhadra,6,195200,0,2310
2082-Bhadra-08,2082,Bhadra,8,197500,0,2350
2082-Bhadra-09,2082,Bhadra,9,197200,0,2355
2082-Bhadra-10,2082,Bhadra,10,198700,0,2360
2082-Bhadra-11,2082,Bhadra,11,199000,0,2345
2082-Bhadra-12,2082,Bhadra,12,199400,0,2355
2082-Bhadra-13,2082,Bhadra,13,200600,0,2360
2082-Bhadra-15,2082,Bhadra,15,203600,0,2425
2082-Bhadra-16,2082,Bhadra,16,205300,0,2470
2082-Bhadra-17,2082,Bhadra,17,205900,0,2485
2082-Bhadra-18,2082,Bhadra,18,207900,0,2480
2082-Bhadra-19,2082,Bhadra,19,207900,0,2480
2082-Bhadra-20,2082,Bhadra,20,210400,0,2490
2082-Bhadra-22,2082,Bhadra,22,212000,0,2500
2082-Bhadra-23,2082,Bhadra,23,211600,0,2475
2082-Bhadra-24,2082,Bhadra,24,214700,0,2515
2082-Bhadra-25,2082,Bhadra,25,214700,0,2505
2082-Bhadra-26,2082,Bhadra,26,214200,0,2505
2082-Bhadra-27,2082,Bhadra,27,215800,0,2565
2082-Bhadra-29,2082,Bhadra,29,215100,0,2570
2082-Bhadra-31,2082,Bhadra,31,217100,0,2595
2082-Bhadra-30,2082,Bhadra,30,215200,0,2575
2082-Ashoj-01,2082,Ashoj,1,216100,0,2550
2082-Ashoj-02,2082,Ashoj,2,215200,0,2520
2082-Ashoj-03,2082,Ashoj,3,216000,0,2580
2082-Ashoj-05,2082,Ashoj,5,217100,0,2620
2082-Ashoj-06,2082,Ashoj,6,217800,0,2650
2082-Ashoj-07,2082,Ashoj,7,221700,0,2680
2082-Ashoj-08,2082,Ashoj,8,223000,0,2700
2082-Ashoj-09,2082,Ashoj,9,221300,0,2685
2082-Ashoj-10,2082,Ashoj,10,222500,0,2740
2082-Ashoj-12,2082,Ashoj,12,223200,0,2810
2082-Ashoj-19,2082,Ashoj,19,230600,0,2930
2082-Ashoj-20,2082,Ashoj,20,233100,0,2960
