date,year,month,day,fine_gold,standard_gold,silver
2076-Mansir-09,2076,Mansir,9,71600,71300,855
2076-Mansir-10,2076,Mansir,10,71200,70900,850
2076-Mansir-11,2076,Mansir,11,71200,70900,855
2076-Mansir-12,2076,Mansir,12,71000,70700,850
2076-Mansir-13,2076,Mansir,13,71300,71000,855
2076-Mansir-15,2076,Mansir,15,71600,71300,855
2076-Mansir-16,2076,Mansir,16,71400,71100,850
2076-Mansir-17,2076,Mansir,17,71400,71100,850
2076-Mansir-18,2076,Mansir,18,72200,71900,865
2076-Mansir-19,2076,Mansir,19,72000,71700,850
2076-Mansir-20,2076,Mansir,20,71700,71400,850
2076-Mansir-22,2076,Mansir,22,71200,70900,840
2076-Mansir-23,2076,Mansir,23,71000,70700,835
2076-Mansir-24,2076,Mansir,24,70800,70500,830
2076-Mansir-25,2076,Mansir,25,70800,70500,830
2076-Mansir-26,2076,Mansir,26,71200,70900,840
2076-Mansir-27,2076,Mansir,27,70800,70500,840
2076-Mansir-29,2076,Mansir,29,71300,71000,845
2076-Mansir-30,2076,Mansir,30,71300,71000,845
2076-Poush-01,2076,Poush,1,71500,71200,850
2076-Poush-02,2076,Poush,2,71600,71300,850
2076-Poush-03,2076,Poush,3,71600,71300,850
2076-Poush-04,2076,Poush,4,71600,71300,850
2076-Poush-06,2076,Poush,6,71600,71300,855
2076-Poush-07,2076,Poush,7,71900,71600,860
2076-Poush-08,2076,Poush,8,72200,71900,875
2076-Poush-09,2076,Poush,9,72800,72500,885
2076-Poush-10,2076,Poush,10,72800,72500,890
2076-Poush-11,2076,Poush,11,73300,73000,890
2076-Poush-13,2076,Poush,13,73300,73000,885
2076-Poush-14,2076,Poush,14,73300,73000,890
2076-Poush-15,2076,Poush,15,73500,73200,900
2076-Poush-16,2076,Poush,16,73500,73200,890
2076-Poush-17,2076,Poush,17,73500,73200,890
2076-Poush-18,2076,Poush,18,74500,74200,900
2076-Poush-20,2076,Poush,20,75500,75200,900
2076-Poush-21,2076,Poush,21,76000,75700,920
2076-Poush-22,2076,Poush,22,75500,75200,900
2076-Poush-23,2076,Poush,23,76500,76200,920
2076-Poush-24,2076,Poush,24,75500,75200,900
2076-Poush-25,2076,Poush,25,74600,74300,885
2076-Poush-27,2076,Poush,27,75000,74700,890
2076-Poush-28,2076,Poush,28,74800,74500,890
2076-Poush-29,2076,Poush,29,74000,73700,880
2076-Magh-01,2076,Magh,1,74700,74400,885
2076-Magh-02,2076,Magh,2,74700,74400,885
2076-Magh-03,2076,Magh,3,74800,74500,890
2076-Magh-05,2076,Magh,5,75000,74700,890
2076-Magh-06,2076,Magh,6,75000,74700,890
2076-Magh-07,2076,Magh,7,75300,75000,895
2076-Magh-08,2076,Magh,8,74800,74500,880
2076-Magh-09,2076,Magh,9,75000,74700,885
2076-Magh-10,2076,Magh,10,75200,74900,885
2076-Magh-12,2076,Magh,12,75500,75200,895
2076-Magh-13,2076,Magh,13,76000,75700,900
2076-Magh-14,2076,Magh,14,76000,75700,895
2076-Magh-15,2076,Magh,15,75600,75300,870
2076-Magh-16,2076,Magh,16,76300,76000,880
2076-Magh-17,2076,Magh,17,76000,75700,890
2076-Magh-19,2076,Magh,19,76500,76200,895
2076-Magh-20,2076,Magh,20,76500,76200,890
2076-Magh-21,2076,Magh,21,76000,75700,880
2076-Magh-22,2076,Magh,22,75200,74900,875
2076-Magh-23,2076,Magh,23,75200,74900,875
2076-Magh-24,2076,Magh,24,75600,75300,885
2076-Magh-26,2076,Magh,26,76000,75700,880
2076-Magh-27,2076,Magh,27,76000,75700,880
2076-Magh-28,2076,Magh,28,75900,75600,880
2076-Magh-29,2076,Magh,29,75700,75400,875
2076-Falgun-01,2076,Falgun,1,76000,75700,880
2076-Falgun-02,2076,Falgun,2,76000,75700,880
2076-Falgun-04,2076,Falgun,4,76500,76200,885
2076-Falgun-05,2076,Falgun,5,76500,76200,890
2076-Falgun-06,2076,Falgun,6,76700,76400,890
2076-Falgun-07,2076,Falgun,7,77100,76800,905
2076-Falgun-08,2076,Falgun,8,77600,77300,915
2076-Falgun-09,2076,Falgun,9,78100,77800,915
2076-Falgun-11,2076,Falgun,11,78800,78500,920
2076-Falgun-12,2076,Falgun,12,80300,80000,925
2076-Falgun-13,2076,Falgun,13,80000,79700,925
2076-Falgun-14,2076,Falgun,14,79500,79200,905
2076-Falgun-15,2076,Falgun,15,79700,79400,900
2076-Falgun-16,2076,Falgun,16,79200,78900,880
2076-Falgun-18,2076,Falgun,18,78000,77700,860
2076-Falgun-19,2076,Falgun,19,78000,77700,860
2076-Falgun-20,2076,Falgun,20,78300,78000,860
2076-Falgun-21,2076,Falgun,21,80500,80200,880
2076-Falgun-22,2076,Falgun,22,80700,80400,880
2076-Falgun-23,2076,Falgun,23,82500,82200,890
2076-Falgun-25,2076,Falgun,25,82500,82200,890
2076-Falgun-27,2076,Falgun,27,82700,82400,880
2076-Falgun-28,2076,Falgun,28,82300,82000,880
2076-Falgun-29,2076,Falgun,29,81500,81200,860
2076-Falgun-30,2076,Falgun,30,78500,78200,820
2076-Chaitra-02,2076,Chaitra,2,77000,76700,790
2076-Chaitra-03,2076,Chaitra,3,77500,77200,790
2076-Chaitra-04,2076,Chaitra,4,75500,75200,710
2076-Chaitra-05,2076,Chaitra,5,76500,76200,710
2076-Chaitra-06,2076,Chaitra,6,75000,74700,680
2076-Chaitra-07,2076,Chaitra,7,75500,75200,700
2076-Chaitra-09,2076,Chaitra,9,76500,76200,720
2076-Chaitra-10,2076,Chaitra,10,77000,76700,720
2077-Jestha-25,2077,Jestha,25,87400,86960,925
2077-Jestha-26,2077,Jestha,26,87500,87065,930
2077-Jestha-27,2077,Jestha,27,87700,87265,930
2077-Jestha-28,2077,Jestha,28,88600,88160,935
2077-Jestha-29,2077,Jestha,29,89600,89165,950
2077-Jestha-30,2077,Jestha,30,89600,89165,935
2077-Jestha-32,2077,Jestha,32,89600,89165,935
2077-Ashad-01,2077,Ashad,1,89700,89265,925
2077-Ashad-02,2077,Ashad,2,89700,89265,925
2077-Ashad-03,2077,Ashad,3,89800,89365,930
2077-Ashad-04,2077,Ashad,4,89800,89365,935
2077-Ashad-05,2077,Ashad,5,89900,89460,930
2077-Ashad-07,2077,Ashad,7,90600,90160,940
2077-Ashad-08,2077,Ashad,8,91000,90565,950
2077-Ashad-09,2077,Ashad,9,90600,90160,940
2077-Ashad-10,2077,Ashad,10,91100,90665,945
2077-Ashad-11,2077,Ashad,11,91100,90665,935
2077-Ashad-12,2077,Ashad,12,90600,90160,940
2077-Ashad-14,2077,Ashad,14,91300,90860,945
2077-Ashad-15,2077,Ashad,15,91300,90860,945
2077-Ashad-16,2077,Ashad,16,91200,90765,945
2077-Ashad-17,2077,Ashad,17,91700,91265,960
2077-Ashad-18,2077,Ashad,18,91000,90565,950
2077-Ashad-19,2077,Ashad,19,90500,90065,940
2077-Ashad-21,2077,Ashad,21,90500,90065,940
2077-Ashad-22,2077,Ashad,22,90200,89760,940
2077-Ashad-23,2077,Ashad,23,90900,90460,950
2077-Ashad-24,2077,Ashad,24,91500,91060,955
2077-Ashad-25,2077,Ashad,25,92400,91965,980
2077-Ashad-26,2077,Ashad,26,92200,91760,980
2077-Ashad-28,2077,Ashad,28,92100,91660,980
2077-Ashad-29,2077,Ashad,29,92300,91865,990
2077-Ashad-30,2077,Ashad,30,92200,91760,995
2077-Ashad-31,2077,Ashad,31,92800,92360,1005
2077-Shrawan-01,2077,Shrawan,1,92700,92260,1005
2077-Shrawan-02,2077,Shrawan,2,92200,91760,995
2077-Shrawan-04,2077,Shrawan,4,92500,92065,1005
2077-Shrawan-05,2077,Shrawan,5,92300,91865,1000
2077-Shrawan-06,2077,Shrawan,6,92700,92260,1040
2077-Shrawan-07,2077,Shrawan,7,94000,93560,1135
2077-Shrawan-08,2077,Shrawan,8,94500,94065,1145
2077-Shrawan-09,2077,Shrawan,9,95800,95365,1150
2077-Shrawan-11,2077,Shrawan,11,96300,95860,1155
2077-Shrawan-12,2077,Shrawan,12,97500,97060,1210
2077-Shrawan-13,2077,Shrawan,13,98200,97760,1245
2077-Shrawan-14,2077,Shrawan,14,98500,98065,1225
2077-Shrawan-15,2077,Shrawan,15,99000,98560,1225
2077-Shrawan-16,2077,Shrawan,16,99300,98865,1200
2077-Shrawan-18,2077,Shrawan,18,99600,99160,1230
2077-Shrawan-19,2077,Shrawan,19,99600,99160,1230
2077-Shrawan-20,2077,Shrawan,20,99800,99365,1230
2077-Shrawan-21,2077,Shrawan,21,101400,100900,1295
2077-Shrawan-22,2077,Shrawan,22,102500,102000,1345
2077-Shrawan-23,2077,Shrawan,23,103500,103000,1405
2077-Shrawan-25,2077,Shrawan,25,102600,102100,1410
2077-Shrawan-26,2077,Shrawan,26,102400,101900,1395
2077-Shrawan-27,2077,Shrawan,27,101600,101100,1435
2077-Shrawan-28,2077,Shrawan,28,95400,94900,1210
2077-Shrawan-29,2077,Shrawan,29,97800,97300,1295
2077-Shrawan-30,2077,Shrawan,30,98600,98100,1355
2077-Shrawan-32,2077,Shrawan,32,98400,97900,1325
2077-Bhadra-01,2077,Bhadra,1,98200,97700,1315
2077-Bhadra-02,2077,Bhadra,2,100400,99900,1380
2077-Bhadra-03,2077,Bhadra,3,100400,99900,1375
2077-Bhadra-04,2077,Bhadra,4,98800,98300,1360
2077-Bhadra-05,2077,Bhadra,5,98800,98300,1370
2077-Bhadra-07,2077,Bhadra,7,98400,97900,1345
2077-Bhadra-08,2077,Bhadra,8,97900,97400,1320
2077-Bhadra-09,2077,Bhadra,9,97200,96700,1320
2077-Bhadra-10,2077,Bhadra,10,96800,96300,1310
2077-Bhadra-11,2077,Bhadra,11,97600,97100,1345
2077-Bhadra-12,2077,Bhadra,12,96900,96400,1340
2077-Bhadra-14,2077,Bhadra,14,97200,96700,1340
2077-Bhadra-15,2077,Bhadra,15,97500,97000,1365
2077-Bhadra-16,2077,Bhadra,16,98400,97900,1395
2077-Bhadra-17,2077,Bhadra,17,97200,96700,1365
2077-Bhadra-18,2077,Bhadra,18,96500,96000,1345
2077-Bhadra-19,2077,Bhadra,19,96400,95900,1310
2077-Bhadra-21,2077,Bhadra,21,96100,95600,1320
2077-Bhadra-22,2077,Bhadra,22,96100,95600,1320
2077-Bhadra-23,2077,Bhadra,23,95800,95300,1310
2077-Bhadra-24,2077,Bhadra,24,96400,95900,1315
2077-Bhadra-25,2077,Bhadra,25,96800,96300,1325
2077-Bhadra-26,2077,Bhadra,26,96500,96000,1310
2077-Bhadra-28,2077,Bhadra,28,96500,96000,1310
2077-Bhadra-29,2077,Bhadra,29,96900,96400,1320
2077-Bhadra-30,2077,Bhadra,30,97500,97000,1340
2077-Bhadra-31,2077,Bhadra,31,97500,97000,1340
2077-Ashoj-01,2077,Ashoj,1,96600,96100,1320
2077-Ashoj-02,2077,Ashoj,2,97000,96500,1330
2077-Ashoj-04,2077,Ashoj,4,97000,96500,1315
2077-Ashoj-05,2077,Ashoj,5,97200,96700,1320
2077-Ashoj-06,2077,Ashoj,6,95500,95000,1230
2077-Ashoj-07,2077,Ashoj,7,94300,93800,1190
2077-Ashoj-08,2077,Ashoj,8,93100,92600,1120
2077-Ashoj-09,2077,Ashoj,9,93900,93400,1160
2077-Ashoj-11,2077,Ashoj,11,93300,92800,1150
2077-Ashoj-12,2077,Ashoj,12,93300,92800,1150
2077-Ashoj-13,2077,Ashoj,13,94200,93700,1175
2077-Ashoj-14,2077,Ashoj,14,94700,94200,1190
2077-Ashoj-15,2077,Ashoj,15,94500,94000,1175
2077-Ashoj-16,2077,Ashoj,16,94300,93800,1175
2077-Ashoj-18,2077,Ashoj,18,94500,94000,1180
2077-Ashoj-19,2077,Ashoj,19,94100,93600,1180
2077-Ashoj-20,2077,Ashoj,20,94900,94400,1200
2077-Ashoj-21,2077,Ashoj,21,94100,93600,1175
2077-Ashoj-22,2077,Ashoj,22,93900,93400,1180
2077-Ashoj-23,2077,Ashoj,23,94800,94300,1195
2077-Ashoj-25,2077,Ashoj,25,95600,95100,1235
2077-Ashoj-26,2077,Ashoj,26,95600,95100,1245
2077-Ashoj-27,2077,Ashoj,27,95100,94600,1225
2077-Ashoj-28,2077,Ashoj,28,94500,94000,1205
2077-Ashoj-29,2077,Ashoj,29,94500,94000,1200
2077-Ashoj-30,2077,Ashoj,30,94900,94400,1200
2077-Kartik-02,2077,Kartik,2,94700,94200,1200
2077-Kartik-03,2077,Kartik,3,94700,94200,1200
2077-Kartik-04,2077,Kartik,4,94700,94200,1210
2077-Kartik-05,2077,Kartik,5,95500,95000,1240
2077-Kartik-06,2077,Kartik,6,95700,95200,1230
2077-Kartik-13,2077,Kartik,13,94700,94200,1180
2077-Kartik-14,2077,Kartik,14,94500,94000,1180
2077-Kartik-16,2077,Kartik,16,95000,94500,1195
2077-Kartik-17,2077,Kartik,17,95000,94500,1205
2077-Kartik-18,2077,Kartik,18,95400,94900,1210
2077-Kartik-19,2077,Kartik,19,96300,95800,1205
2077-Kartik-20,2077,Kartik,20,96200,95700,1210
2077-Kartik-21,2077,Kartik,21,97200,96700,1255
2077-Kartik-23,2077,Kartik,23,97700,97200,1275
2077-Kartik-24,2077,Kartik,24,98200,97700,1285
2077-Kartik-25,2077,Kartik,25,94800,94300,1215
2077-Kartik-26,2077,Kartik,26,94900,94400,1220
2077-Kartik-27,2077,Kartik,27,94700,94200,1220
2077-Kartik-28,2077,Kartik,28,95200,94700,1220
2077-Mansir-03,2077,Mansir,3,95100,94600,1230
2077-Mansir-04,2077,Mansir,4,94400,93900,1215
2077-Mansir-05,2077,Mansir,5,94000,93500,1210
2077-Mansir-07,2077,Mansir,7,94300,93800,1210
2077-Mansir-08,2077,Mansir,8,94300,93800,1210
2077-Mansir-09,2077,Mansir,9,92500,92000,1180
2077-Mansir-10,2077,Mansir,10,91500,91000,1175
2077-Mansir-11,2077,Mansir,11,91500,91000,1175
2077-Mansir-12,2077,Mansir,12,91300,90800,1165
2077-Mansir-14,2077,Mansir,14,90700,90200,1150
2077-Mansir-15,2077,Mansir,15,90000,89550,1120
2077-Mansir-16,2077,Mansir,16,90500,90050,1155
2077-Mansir-17,2077,Mansir,17,91000,90550,1185
2077-Mansir-18,2077,Mansir,18,92600,92150,1205
2077-Mansir-19,2077,Mansir,19,92900,92450,1210
2077-Mansir-21,2077,Mansir,21,92700,92250,1210
2077-Mansir-22,2077,Mansir,22,92600,92150,1205
2077-Mansir-23,2077,Mansir,23,94100,93650,1235
2077-Mansir-24,2077,Mansir,24,93400,92950,1215
2077-Mansir-25,2077,Mansir,25,92500,92050,1200
2077-Mansir-26,2077,Mansir,26,92500,92050,1200
2077-Mansir-28,2077,Mansir,28,92500,92050,1200
2077-Mansir-29,2077,Mansir,29,92400,91950,1200
2077-Mansir-30,2077,Mansir,30,92300,91850,1200
2077-Poush-01,2077,Poush,1,93100,92650,1230
2077-Poush-02,2077,Poush,2,93500,93050,1255
2077-Poush-03,2077,Poush,3,94300,93850,1280
2077-Poush-05,2077,Poush,5,94300,93850,1280
2077-Poush-06,2077,Poush,6,95200,94700,1320
2077-Poush-07,2077,Poush,7,94900,94400,1315
2077-Poush-08,2077,Poush,8,94000,93500,1265
2077-Poush-09,2077,Poush,9,94100,93600,1280
2077-Poush-10,2077,Poush,10,94200,93700,1280
2077-Poush-12,2077,Poush,12,94200,93700,1280
2077-Poush-13,2077,Poush,13,94900,94400,1315
2077-Poush-14,2077,Poush,14,94100,93600,1300
2077-Poush-15,2077,Poush,15,94200,93700,1305
2077-Poush-16,2077,Poush,16,94100,93600,1300
2077-Poush-17,2077,Poush,17,94500,94000,1300
2077-Poush-19,2077,Poush,19,94500,94000,1300
2077-Poush-20,2077,Poush,20,95300,94800,1325
2077-Poush-21,2077,Poush,21,96400,95900,1335
2077-Poush-22,2077,Poush,22,96700,96200,1340
2077-Poush-23,2077,Poush,23,95400,94900,1330
2077-Poush-24,2077,Poush,24,95300,94800,1330
2077-Poush-26,2077,Poush,26,93000,92500,1270
2077-Poush-27,2077,Poush,27,92200,91700,1230
